tenantcode,email,employeecode,attendancedate,systemintime,systemouttime,manualintime,manualouttime,appliedreason,applieddate,appliedby,status,statuschangedby,statuschangeddate,statuschangedreason,createddate,createdby,modifieddate,modifiedby,reportingto,attendancetype
P5C9754020,brain.rowe@namco.com,100000003474,2023-07-01,03:39,04:25,13:31,04:34,On Duty,2023-07-01,100000003474,Pending,,,,2023-07-01,100000003474,,,100000001917,WorkingDay
P5C9754020,horacio.streich@namco.com,100000003475,2023-06-26,15:10,05:06,21:40,00:23,On Duty,2023-06-26,100000003475,Pending,,,,2023-06-26,100000003475,,,100000001917,WorkingDay
P5C9754020,horacio.streich@namco.com,100000003475,2023-06-28,14:38,23:00,10:47,04:25,Forgot To Punch,2023-06-28,100000003475,Pending,,,,2023-06-28,100000003475,,,100000001917,WorkingDay
P5C9754020,horacio.streich@namco.com,100000003475,2023-06-29,12:35,13:27,19:14,22:10,On Duty,2023-06-29,100000003475,Pending,,,,2023-06-29,100000003475,,,100000001917,WorkingDay
P5C9754020,horacio.streich@namco.com,100000003475,2023-06-30,14:53,06:56,16:24,03:34,Shift Correction,2023-06-30,100000003475,Rejected,,,,2023-06-30,100000003475,,,100000001917,WorkingDay
P5C9754020,horacio.streich@namco.com,100000003475,2023-06-27,06:50,15:53,18:50,17:51,On Duty,2023-06-27,100000003475,Rejected,,,,2023-06-27,100000003475,,,100000001917,WorkingDay
P5C9754020,horacio.streich@namco.com,100000003475,2023-07-01,14:39,10:17,03:53,05:53,Others,2023-07-01,100000003475,Pending,,,,2023-07-01,100000003475,,,100000001917,WorkingDay
P5C9754020,ada.renner@namco.com,100000003476,2023-07-01,21:47,23:01,02:59,09:56,Work From Home,2023-07-01,100000003476,Rejected,,,,2023-07-01,100000003476,,,100000001917,WorkingDay
P5C9754020,ada.renner@namco.com,100000003476,2023-06-30,12:07,23:35,23:32,02:51,Others,2023-06-30,100000003476,Pending,,,,2023-06-30,100000003476,,,100000001917,WorkingDay
P5C9754020,ada.renner@namco.com,100000003476,2023-06-28,06:51,22:22,09:43,17:59,Work From Home,2023-06-28,100000003476,Rejected,,,,2023-06-28,100000003476,,,100000001917,WorkingDay
P5C9754020,ada.renner@namco.com,100000003476,2023-06-26,18:00,16:44,17:32,11:03,On Duty,2023-06-26,100000003476,Rejected,,,,2023-06-26,100000003476,,,100000001917,WorkingDay
P5C9754020,ada.renner@namco.com,100000003476,2023-06-29,10:59,06:29,21:44,14:53,Shift Correction,2023-06-29,100000003476,Rejected,,,,2023-06-29,100000003476,,,100000001917,WorkingDay
P5C9754020,ada.renner@namco.com,100000003476,2023-06-27,07:49,12:08,10:59,05:22,Work From Home,2023-06-27,100000003476,Cancelled,,,,2023-06-27,100000003476,,,100000001917,WorkingDay
P5C9754020,kari.becker@namco.com,100000003477,2023-06-26,14:55,08:40,00:17,02:32,Others,2023-06-26,100000003477,Rejected,,,,2023-06-26,100000003477,,,100000001917,WorkingDay
P5C9754020,kari.becker@namco.com,100000003477,2023-06-28,05:49,15:13,22:03,13:14,On Duty,2023-06-28,100000003477,Cancelled,,,,2023-06-28,100000003477,,,100000001917,WorkingDay
P5C9754020,kari.becker@namco.com,100000003477,2023-06-29,09:46,21:48,13:50,17:38,Forgot To Punch,2023-06-29,100000003477,Cancelled,,,,2023-06-29,100000003477,,,100000001917,WorkingDay
P5C9754020,kari.becker@namco.com,100000003477,2023-06-30,14:48,19:07,08:13,10:34,Shift Correction,2023-06-30,100000003477,Pending,,,,2023-06-30,100000003477,,,100000001917,WorkingDay
P5C9754020,kari.becker@namco.com,100000003477,2023-06-27,01:54,19:00,18:21,15:47,Work From Home,2023-06-27,100000003477,Rejected,,,,2023-06-27,100000003477,,,100000001917,WorkingDay
P5C9754020,kari.becker@namco.com,100000003477,2023-07-01,15:26,22:50,17:15,16:16,On Duty,2023-07-01,100000003477,Cancelled,,,,2023-07-01,100000003477,,,100000001917,WorkingDay
P5C9754020,kaleb.casper@namco.com,100000003478,2023-06-26,11:30,16:14,16:04,18:59,Forgot To Punch,2023-06-26,100000003478,Rejected,,,,2023-06-26,100000003478,,,100000001917,WorkingDay
P5C9754020,kaleb.casper@namco.com,100000003478,2023-07-01,14:14,10:21,07:02,05:55,Forgot To Punch,2023-07-01,100000003478,Pending,,,,2023-07-01,100000003478,,,100000001917,WorkingDay
P5C9754020,kaleb.casper@namco.com,100000003478,2023-06-27,22:01,22:11,07:33,06:55,Others,2023-06-27,100000003478,Pending,,,,2023-06-27,100000003478,,,100000001917,WorkingDay
P5C9754020,kaleb.casper@namco.com,100000003478,2023-06-29,21:33,09:14,08:45,04:10,On Duty,2023-06-29,100000003478,Pending,,,,2023-06-29,100000003478,,,100000001917,WorkingDay
P5C9754020,kaleb.casper@namco.com,100000003478,2023-06-28,17:28,04:27,07:55,23:36,Forgot To Punch,2023-06-28,100000003478,Rejected,,,,2023-06-28,100000003478,,,100000001917,WorkingDay
P5C9754020,kaleb.casper@namco.com,100000003478,2023-06-30,12:04,05:38,09:22,07:10,On Duty,2023-06-30,100000003478,Cancelled,,,,2023-06-30,100000003478,,,100000001917,WorkingDay
P5C9754020,branson.harris@namco.com,100000003479,2023-06-26,06:02,12:29,10:57,13:15,Others,2023-06-26,100000003479,Rejected,,,,2023-06-26,100000003479,,,100000001917,WorkingDay
P5C9754020,branson.harris@namco.com,100000003479,2023-06-29,18:42,11:52,07:06,18:08,Shift Correction,2023-06-29,100000003479,Rejected,,,,2023-06-29,100000003479,,,100000001917,WorkingDay
P5C9754020,branson.harris@namco.com,100000003479,2023-06-28,11:52,21:26,16:30,07:26,Others,2023-06-28,100000003479,Pending,,,,2023-06-28,100000003479,,,100000001917,WorkingDay
P5C9754020,branson.harris@namco.com,100000003479,2023-06-30,13:53,19:59,00:50,15:21,Shift Correction,2023-06-30,100000003479,Pending,,,,2023-06-30,100000003479,,,100000001917,WorkingDay
P5C9754020,branson.harris@namco.com,100000003479,2023-07-01,03:21,04:01,10:50,15:17,Shift Correction,2023-07-01,100000003479,Rejected,,,,2023-07-01,100000003479,,,100000001917,WorkingDay
P5C9754020,branson.harris@namco.com,100000003479,2023-06-27,09:47,23:54,13:05,17:55,On Duty,2023-06-27,100000003479,Rejected,,,,2023-06-27,100000003479,,,100000001917,WorkingDay
P5C9754020,german.bauch@namco.com,100000003480,2023-06-27,11:01,11:04,00:33,00:07,On Duty,2023-06-27,100000003480,Pending,,,,2023-06-27,100000003480,,,100000001917,WorkingDay
P5C9754020,german.bauch@namco.com,100000003480,2023-06-30,09:46,16:02,15:26,06:25,Forgot To Punch,2023-06-30,100000003480,Rejected,,,,2023-06-30,100000003480,,,100000001917,WorkingDay
P5C9754020,german.bauch@namco.com,100000003480,2023-06-26,18:24,23:09,07:34,22:38,On Duty,2023-06-26,100000003480,Rejected,,,,2023-06-26,100000003480,,,100000001917,WorkingDay
P5C9754020,german.bauch@namco.com,100000003480,2023-06-29,07:17,01:12,21:33,19:58,Others,2023-06-29,100000003480,Pending,,,,2023-06-29,100000003480,,,100000001917,WorkingDay
P5C9754020,german.bauch@namco.com,100000003480,2023-06-28,20:45,03:49,20:48,19:39,Shift Correction,2023-06-28,100000003480,Pending,,,,2023-06-28,100000003480,,,100000001917,WorkingDay
P5C9754020,german.bauch@namco.com,100000003480,2023-07-01,23:48,01:26,05:41,06:08,Others,2023-07-01,100000003480,Rejected,,,,2023-07-01,100000003480,,,100000001917,WorkingDay
P5C9754020,lisette.borer@namco.com,100000003481,2023-06-27,04:54,03:42,17:16,09:45,Shift Correction,2023-06-27,100000003481,Pending,,,,2023-06-27,100000003481,,,100000001917,WorkingDay
P5C9754020,lisette.borer@namco.com,100000003481,2023-06-28,13:34,09:30,04:44,22:46,On Duty,2023-06-28,100000003481,Rejected,,,,2023-06-28,100000003481,,,100000001917,WorkingDay
P5C9754020,lisette.borer@namco.com,100000003481,2023-06-29,13:01,04:34,02:02,21:28,Work From Home,2023-06-29,100000003481,Cancelled,,,,2023-06-29,100000003481,,,100000001917,WorkingDay
P5C9754020,lisette.borer@namco.com,100000003481,2023-06-26,23:09,04:03,23:06,21:28,Shift Correction,2023-06-26,100000003481,Pending,,,,2023-06-26,100000003481,,,100000001917,WorkingDay
P5C9754020,lisette.borer@namco.com,100000003481,2023-07-01,12:11,16:41,18:16,10:31,On Duty,2023-07-01,100000003481,Rejected,,,,2023-07-01,100000003481,,,100000001917,WorkingDay
P5C9754020,lisette.borer@namco.com,100000003481,2023-06-30,20:14,17:00,07:21,09:10,Shift Correction,2023-06-30,100000003481,Rejected,,,,2023-06-30,100000003481,,,100000001917,WorkingDay
P5C9754020,piper.rolfson@namco.com,100000003482,2023-07-01,23:49,19:15,12:22,10:59,Forgot To Punch,2023-07-01,100000003482,Rejected,,,,2023-07-01,100000003482,,,100000001917,WorkingDay
P5C9754020,piper.rolfson@namco.com,100000003482,2023-06-28,21:02,16:51,20:56,12:33,Others,2023-06-28,100000003482,Rejected,,,,2023-06-28,100000003482,,,100000001917,WorkingDay
P5C9754020,piper.rolfson@namco.com,100000003482,2023-06-27,07:26,20:25,00:29,02:30,Others,2023-06-27,100000003482,Rejected,,,,2023-06-27,100000003482,,,100000001917,WorkingDay
P5C9754020,piper.rolfson@namco.com,100000003482,2023-06-26,13:54,12:46,12:35,08:21,Work From Home,2023-06-26,100000003482,Pending,,,,2023-06-26,100000003482,,,100000001917,WorkingDay
P5C9754020,piper.rolfson@namco.com,100000003482,2023-06-29,14:36,17:55,07:09,00:25,On Duty,2023-06-29,100000003482,Rejected,,,,2023-06-29,100000003482,,,100000001917,WorkingDay
P5C9754020,piper.rolfson@namco.com,100000003482,2023-06-30,01:30,11:16,19:32,07:51,On Duty,2023-06-30,100000003482,Rejected,,,,2023-06-30,100000003482,,,100000001917,WorkingDay
P5C9754020,keira.zulauf@namco.com,100000003483,2023-06-26,10:24,22:41,09:21,17:18,Work From Home,2023-06-26,100000003483,Rejected,,,,2023-06-26,100000003483,,,100000001917,WorkingDay
P5C9754020,keira.zulauf@namco.com,100000003483,2023-06-29,00:29,02:03,16:56,17:01,On Duty,2023-06-29,100000003483,Rejected,,,,2023-06-29,100000003483,,,100000001917,WorkingDay
P5C9754020,keira.zulauf@namco.com,100000003483,2023-06-28,15:02,03:12,23:55,12:55,On Duty,2023-06-28,100000003483,Pending,,,,2023-06-28,100000003483,,,100000001917,WorkingDay
P5C9754020,keira.zulauf@namco.com,100000003483,2023-07-01,10:03,04:08,13:35,00:38,On Duty,2023-07-01,100000003483,Rejected,,,,2023-07-01,100000003483,,,100000001917,WorkingDay
P5C9754020,keira.zulauf@namco.com,100000003483,2023-06-30,18:15,17:06,08:03,10:59,Work From Home,2023-06-30,100000003483,Rejected,,,,2023-06-30,100000003483,,,100000001917,WorkingDay
P5C9754020,keira.zulauf@namco.com,100000003483,2023-06-27,06:27,21:26,17:13,16:23,On Duty,2023-06-27,100000003483,Rejected,,,,2023-06-27,100000003483,,,100000001917,WorkingDay
P5C9754020,kylie.lowe@namco.com,100000003484,2023-07-01,19:17,00:05,09:27,15:08,Shift Correction,2023-07-01,100000003484,Pending,,,,2023-07-01,100000003484,,,100000001917,WorkingDay
P5C9754020,kylie.lowe@namco.com,100000003484,2023-06-28,17:51,17:54,01:05,22:22,Work From Home,2023-06-28,100000003484,Pending,,,,2023-06-28,100000003484,,,100000001917,WorkingDay
P5C9754020,kylie.lowe@namco.com,100000003484,2023-06-29,10:56,09:15,23:24,08:27,Others,2023-06-29,100000003484,Rejected,,,,2023-06-29,100000003484,,,100000001917,WorkingDay
P5C9754020,kylie.lowe@namco.com,100000003484,2023-06-30,04:52,05:38,11:30,03:43,Forgot To Punch,2023-06-30,100000003484,Rejected,,,,2023-06-30,100000003484,,,100000001917,WorkingDay
P5C9754020,kylie.lowe@namco.com,100000003484,2023-06-26,16:04,15:09,10:29,07:19,Others,2023-06-26,100000003484,Rejected,,,,2023-06-26,100000003484,,,100000001917,WorkingDay
P5C9754020,kylie.lowe@namco.com,100000003484,2023-06-27,20:34,02:37,17:39,13:29,Forgot To Punch,2023-06-27,100000003484,Pending,,,,2023-06-27,100000003484,,,100000001917,WorkingDay
P5C9754020,elvis.walker@namco.com,100000003485,2023-06-26,01:05,13:49,00:57,05:03,Work From Home,2023-06-26,100000003485,Rejected,,,,2023-06-26,100000003485,,,100000001917,WorkingDay
P5C9754020,elvis.walker@namco.com,100000003485,2023-07-01,17:50,23:14,06:36,20:57,Others,2023-07-01,100000003485,Cancelled,,,,2023-07-01,100000003485,,,100000001917,WorkingDay
P5C9754020,elvis.walker@namco.com,100000003485,2023-06-29,08:51,00:31,14:03,13:30,Shift Correction,2023-06-29,100000003485,Pending,,,,2023-06-29,100000003485,,,100000001917,WorkingDay
P5C9754020,elvis.walker@namco.com,100000003485,2023-06-28,13:47,07:38,12:03,00:07,Work From Home,2023-06-28,100000003485,Rejected,,,,2023-06-28,100000003485,,,100000001917,WorkingDay
P5C9754020,elvis.walker@namco.com,100000003485,2023-06-30,23:06,13:29,03:39,21:23,On Duty,2023-06-30,100000003485,Rejected,,,,2023-06-30,100000003485,,,100000001917,WorkingDay
P5C9754020,elvis.walker@namco.com,100000003485,2023-06-27,08:54,09:42,03:07,14:14,Work From Home,2023-06-27,100000003485,Cancelled,,,,2023-06-27,100000003485,,,100000001917,WorkingDay
P5C9754020,loy.rau@namco.com,100000003486,2023-06-30,07:17,02:04,00:17,08:53,Work From Home,2023-06-30,100000003486,Cancelled,,,,2023-06-30,100000003486,,,100000001917,WorkingDay
P5C9754020,loy.rau@namco.com,100000003486,2023-06-26,10:41,14:53,20:09,08:12,Work From Home,2023-06-26,100000003486,Rejected,,,,2023-06-26,100000003486,,,100000001917,WorkingDay
P5C9754020,loy.rau@namco.com,100000003486,2023-06-28,14:58,07:21,22:02,21:30,Others,2023-06-28,100000003486,Rejected,,,,2023-06-28,100000003486,,,100000001917,WorkingDay
P5C9754020,loy.rau@namco.com,100000003486,2023-06-27,09:05,20:06,20:01,11:28,Work From Home,2023-06-27,100000003486,Pending,,,,2023-06-27,100000003486,,,100000001917,WorkingDay
P5C9754020,loy.rau@namco.com,100000003486,2023-06-29,19:29,18:48,12:44,14:47,On Duty,2023-06-29,100000003486,Cancelled,,,,2023-06-29,100000003486,,,100000001917,WorkingDay
P5C9754020,loy.rau@namco.com,100000003486,2023-07-01,15:08,01:23,06:01,23:10,On Duty,2023-07-01,100000003486,Pending,,,,2023-07-01,100000003486,,,100000001917,WorkingDay
P5C9754020,jayme.ortiz@namco.com,100000003487,2023-06-26,04:44,06:21,18:21,05:32,Work From Home,2023-06-26,100000003487,Pending,,,,2023-06-26,100000003487,,,100000001917,WorkingDay
P5C9754020,jayme.ortiz@namco.com,100000003487,2023-06-28,22:03,19:07,23:27,06:28,Work From Home,2023-06-28,100000003487,Rejected,,,,2023-06-28,100000003487,,,100000001917,WorkingDay
P5C9754020,jayme.ortiz@namco.com,100000003487,2023-06-29,23:47,15:15,22:24,11:48,On Duty,2023-06-29,100000003487,Rejected,,,,2023-06-29,100000003487,,,100000001917,WorkingDay
P5C9754020,jayme.ortiz@namco.com,100000003487,2023-07-01,10:02,13:19,11:57,09:33,Work From Home,2023-07-01,100000003487,Pending,,,,2023-07-01,100000003487,,,100000001917,WorkingDay
P5C9754020,jayme.ortiz@namco.com,100000003487,2023-06-30,08:17,01:00,22:40,02:20,Forgot To Punch,2023-06-30,100000003487,Cancelled,,,,2023-06-30,100000003487,,,100000001917,WorkingDay
P5C9754020,jayme.ortiz@namco.com,100000003487,2023-06-27,17:26,01:14,16:33,05:02,Shift Correction,2023-06-27,100000003487,Cancelled,,,,2023-06-27,100000003487,,,100000001917,WorkingDay
P5C9754020,matt.hane@namco.com,100000003488,2023-06-30,17:43,15:20,05:26,14:45,Others,2023-06-30,100000003488,Rejected,,,,2023-06-30,100000003488,,,100000001917,WorkingDay
P5C9754020,matt.hane@namco.com,100000003488,2023-06-28,03:27,10:50,07:21,07:34,Shift Correction,2023-06-28,100000003488,Rejected,,,,2023-06-28,100000003488,,,100000001917,WorkingDay
P5C9754020,matt.hane@namco.com,100000003488,2023-07-01,13:34,01:51,03:50,14:31,Forgot To Punch,2023-07-01,100000003488,Rejected,,,,2023-07-01,100000003488,,,100000001917,WorkingDay
P5C9754020,matt.hane@namco.com,100000003488,2023-06-26,10:39,17:02,11:06,05:30,Work From Home,2023-06-26,100000003488,Rejected,,,,2023-06-26,100000003488,,,100000001917,WorkingDay
P5C9754020,matt.hane@namco.com,100000003488,2023-06-27,01:33,10:17,07:05,19:46,Others,2023-06-27,100000003488,Rejected,,,,2023-06-27,100000003488,,,100000001917,WorkingDay
P5C9754020,matt.hane@namco.com,100000003488,2023-06-29,16:16,10:09,09:18,00:44,Shift Correction,2023-06-29,100000003488,Rejected,,,,2023-06-29,100000003488,,,100000001917,WorkingDay
P5C9754020,lessie.daniel@namco.com,100000003489,2023-06-29,04:33,03:32,09:44,17:06,Work From Home,2023-06-29,100000003489,Rejected,,,,2023-06-29,100000003489,,,100000001917,WorkingDay
P5C9754020,lessie.daniel@namco.com,100000003489,2023-07-01,21:38,17:07,13:34,21:01,Others,2023-07-01,100000003489,Rejected,,,,2023-07-01,100000003489,,,100000001917,WorkingDay
P5C9754020,lessie.daniel@namco.com,100000003489,2023-06-30,18:08,13:43,10:03,21:01,Others,2023-06-30,100000003489,Rejected,,,,2023-06-30,100000003489,,,100000001917,WorkingDay
P5C9754020,lessie.daniel@namco.com,100000003489,2023-06-28,01:24,19:46,05:10,03:45,Others,2023-06-28,100000003489,Pending,,,,2023-06-28,100000003489,,,100000001917,WorkingDay
P5C9754020,lessie.daniel@namco.com,100000003489,2023-06-27,17:17,05:18,03:09,17:00,Forgot To Punch,2023-06-27,100000003489,Rejected,,,,2023-06-27,100000003489,,,100000001917,WorkingDay
P5C9754020,lessie.daniel@namco.com,100000003489,2023-06-26,10:57,01:24,01:08,23:53,Shift Correction,2023-06-26,100000003489,Pending,,,,2023-06-26,100000003489,,,100000001917,WorkingDay
P5C9754020,marcelina.gerlach@namco.com,100000003490,2023-06-27,04:10,18:23,05:57,23:09,On Duty,2023-06-27,100000003490,Pending,,,,2023-06-27,100000003490,,,100000001917,WorkingDay
P5C9754020,marcelina.gerlach@namco.com,100000003490,2023-06-26,08:54,11:07,02:58,23:54,Shift Correction,2023-06-26,100000003490,Rejected,,,,2023-06-26,100000003490,,,100000001917,WorkingDay
P5C9754020,marcelina.gerlach@namco.com,100000003490,2023-06-28,15:17,06:35,15:50,11:24,Forgot To Punch,2023-06-28,100000003490,Rejected,,,,2023-06-28,100000003490,,,100000001917,WorkingDay
P5C9754020,marcelina.gerlach@namco.com,100000003490,2023-07-01,12:47,07:10,01:37,10:19,On Duty,2023-07-01,100000003490,Rejected,,,,2023-07-01,100000003490,,,100000001917,WorkingDay
P5C9754020,marcelina.gerlach@namco.com,100000003490,2023-06-30,21:49,01:57,12:30,20:01,Others,2023-06-30,100000003490,Rejected,,,,2023-06-30,100000003490,,,100000001917,WorkingDay
P5C9754020,marcelina.gerlach@namco.com,100000003490,2023-06-29,08:40,05:36,14:49,02:47,Forgot To Punch,2023-06-29,100000003490,Rejected,,,,2023-06-29,100000003490,,,100000001917,WorkingDay
P5C9754020,mose.boehm@namco.com,100000003491,2023-06-26,21:22,00:04,14:05,06:02,Work From Home,2023-06-26,100000003491,Rejected,,,,2023-06-26,100000003491,,,100000001917,WorkingDay
P5C9754020,mose.boehm@namco.com,100000003491,2023-06-28,02:01,18:10,08:38,14:45,Others,2023-06-28,100000003491,Pending,,,,2023-06-28,100000003491,,,100000001917,WorkingDay
P5C9754020,mose.boehm@namco.com,100000003491,2023-06-27,16:29,09:52,16:57,01:28,Work From Home,2023-06-27,100000003491,Rejected,,,,2023-06-27,100000003491,,,100000001917,WorkingDay
P5C9754020,mose.boehm@namco.com,100000003491,2023-06-29,23:35,00:16,20:59,11:22,Others,2023-06-29,100000003491,Rejected,,,,2023-06-29,100000003491,,,100000001917,WorkingDay
P5C9754020,mose.boehm@namco.com,100000003491,2023-07-01,01:47,00:02,10:19,03:06,On Duty,2023-07-01,100000003491,Rejected,,,,2023-07-01,100000003491,,,100000001917,WorkingDay
P5C9754020,mose.boehm@namco.com,100000003491,2023-06-30,19:34,10:34,13:59,09:39,Work From Home,2023-06-30,100000003491,Rejected,,,,2023-06-30,100000003491,,,100000001917,WorkingDay
P5C9754020,minerva.collier@namco.com,100000003492,2023-06-27,20:43,12:38,00:22,09:05,Forgot To Punch,2023-06-27,100000003492,Rejected,,,,2023-06-27,100000003492,,,100000001917,WorkingDay
P5C9754020,minerva.collier@namco.com,100000003492,2023-06-30,20:15,13:43,03:06,18:31,Others,2023-06-30,100000003492,Rejected,,,,2023-06-30,100000003492,,,100000001917,WorkingDay
P5C9754020,minerva.collier@namco.com,100000003492,2023-06-26,17:52,10:29,03:44,11:19,Work From Home,2023-06-26,100000003492,Pending,,,,2023-06-26,100000003492,,,100000001917,WorkingDay
P5C9754020,minerva.collier@namco.com,100000003492,2023-07-01,09:44,19:56,01:27,21:35,Work From Home,2023-07-01,100000003492,Rejected,,,,2023-07-01,100000003492,,,100000001917,WorkingDay
P5C9754020,minerva.collier@namco.com,100000003492,2023-06-28,05:11,15:58,22:45,17:53,Work From Home,2023-06-28,100000003492,Pending,,,,2023-06-28,100000003492,,,100000001917,WorkingDay
P5C9754020,minerva.collier@namco.com,100000003492,2023-06-29,13:32,17:33,19:50,04:20,Work From Home,2023-06-29,100000003492,Pending,,,,2023-06-29,100000003492,,,100000001917,WorkingDay
P5C9754020,wilhelm.mcglynn@namco.com,100000003493,2023-06-29,20:36,08:10,22:31,12:07,Forgot To Punch,2023-06-29,100000003493,Rejected,,,,2023-06-29,100000003493,,,100000001917,WorkingDay
P5C9754020,wilhelm.mcglynn@namco.com,100000003493,2023-06-27,12:57,13:30,08:27,23:49,On Duty,2023-06-27,100000003493,Rejected,,,,2023-06-27,100000003493,,,100000001917,WorkingDay
P5C9754020,wilhelm.mcglynn@namco.com,100000003493,2023-06-30,00:32,18:53,15:39,23:06,Others,2023-06-30,100000003493,Rejected,,,,2023-06-30,100000003493,,,100000001917,WorkingDay
P5C9754020,wilhelm.mcglynn@namco.com,100000003493,2023-06-26,19:48,01:24,23:29,01:56,Shift Correction,2023-06-26,100000003493,Rejected,,,,2023-06-26,100000003493,,,100000001917,WorkingDay
P5C9754020,wilhelm.mcglynn@namco.com,100000003493,2023-06-28,23:11,01:21,21:10,01:57,Shift Correction,2023-06-28,100000003493,Rejected,,,,2023-06-28,100000003493,,,100000001917,WorkingDay
P5C9754020,wilhelm.mcglynn@namco.com,100000003493,2023-07-01,08:22,02:24,01:51,22:08,Work From Home,2023-07-01,100000003493,Rejected,,,,2023-07-01,100000003493,,,100000001917,WorkingDay
P5C9754020,eleazar.jerde@namco.com,100000003494,2023-06-29,17:19,09:36,22:57,02:30,Forgot To Punch,2023-06-29,100000003494,Rejected,,,,2023-06-29,100000003494,,,100000001917,WorkingDay
P5C9754020,eleazar.jerde@namco.com,100000003494,2023-06-28,23:11,18:08,11:23,21:16,Work From Home,2023-06-28,100000003494,Rejected,,,,2023-06-28,100000003494,,,100000001917,WorkingDay
P5C9754020,eleazar.jerde@namco.com,100000003494,2023-06-30,15:44,03:42,05:38,20:36,Work From Home,2023-06-30,100000003494,Rejected,,,,2023-06-30,100000003494,,,100000001917,WorkingDay
P5C9754020,eleazar.jerde@namco.com,100000003494,2023-06-27,04:16,02:36,00:20,05:02,Shift Correction,2023-06-27,100000003494,Pending,,,,2023-06-27,100000003494,,,100000001917,WorkingDay
P5C9754020,eleazar.jerde@namco.com,100000003494,2023-06-26,00:43,19:20,15:43,12:52,Shift Correction,2023-06-26,100000003494,Rejected,,,,2023-06-26,100000003494,,,100000001917,WorkingDay
P5C9754020,eleazar.jerde@namco.com,100000003494,2023-07-01,00:32,18:23,11:08,19:03,On Duty,2023-07-01,100000003494,Rejected,,,,2023-07-01,100000003494,,,100000001917,WorkingDay
P5C9754020,rodger.schmitt@namco.com,100000003495,2023-06-30,18:51,22:41,12:48,05:52,Shift Correction,2023-06-30,100000003495,Cancelled,,,,2023-06-30,100000003495,,,100000001917,WorkingDay
P5C9754020,rodger.schmitt@namco.com,100000003495,2023-06-26,05:48,16:45,01:39,15:16,On Duty,2023-06-26,100000003495,Cancelled,,,,2023-06-26,100000003495,,,100000001917,WorkingDay
P5C9754020,rodger.schmitt@namco.com,100000003495,2023-06-29,22:27,01:46,12:19,08:50,Others,2023-06-29,100000003495,Rejected,,,,2023-06-29,100000003495,,,100000001917,WorkingDay
P5C9754020,rodger.schmitt@namco.com,100000003495,2023-06-27,05:54,00:53,19:15,11:56,Forgot To Punch,2023-06-27,100000003495,Rejected,,,,2023-06-27,100000003495,,,100000001917,WorkingDay
P5C9754020,rodger.schmitt@namco.com,100000003495,2023-07-01,00:33,15:00,10:08,13:24,Others,2023-07-01,100000003495,Rejected,,,,2023-07-01,100000003495,,,100000001917,WorkingDay
P5C9754020,rodger.schmitt@namco.com,100000003495,2023-06-28,11:51,14:21,03:26,20:59,Others,2023-06-28,100000003495,Cancelled,,,,2023-06-28,100000003495,,,100000001917,WorkingDay
P5C9754020,saige.reichert@namco.com,100000003496,2023-06-29,07:58,10:45,05:41,23:18,Others,2023-06-29,100000003496,Pending,,,,2023-06-29,100000003496,,,100000001917,WorkingDay
P5C9754020,saige.reichert@namco.com,100000003496,2023-06-27,13:29,17:18,17:14,05:49,Work From Home,2023-06-27,100000003496,Rejected,,,,2023-06-27,100000003496,,,100000001917,WorkingDay
P5C9754020,saige.reichert@namco.com,100000003496,2023-06-28,10:45,03:28,20:59,23:46,Forgot To Punch,2023-06-28,100000003496,Rejected,,,,2023-06-28,100000003496,,,100000001917,WorkingDay
P5C9754020,saige.reichert@namco.com,100000003496,2023-06-26,05:06,15:59,16:59,12:16,On Duty,2023-06-26,100000003496,Rejected,,,,2023-06-26,100000003496,,,100000001917,WorkingDay
P5C9754020,saige.reichert@namco.com,100000003496,2023-06-30,14:49,04:07,05:59,00:40,On Duty,2023-06-30,100000003496,Rejected,,,,2023-06-30,100000003496,,,100000001917,WorkingDay
P5C9754020,saige.reichert@namco.com,100000003496,2023-07-01,18:25,10:26,12:58,10:08,On Duty,2023-07-01,100000003496,Rejected,,,,2023-07-01,100000003496,,,100000001917,WorkingDay
P5C9754020,marion.waelchi@namco.com,100000003497,2023-07-01,10:45,12:06,07:40,15:11,Shift Correction,2023-07-01,100000003497,Rejected,,,,2023-07-01,100000003497,,,100000001917,WorkingDay
P5C9754020,marion.waelchi@namco.com,100000003497,2023-06-27,01:25,03:18,07:20,02:43,On Duty,2023-06-27,100000003497,Cancelled,,,,2023-06-27,100000003497,,,100000001917,WorkingDay
P5C9754020,marion.waelchi@namco.com,100000003497,2023-06-30,05:51,16:28,18:50,00:26,Others,2023-06-30,100000003497,Rejected,,,,2023-06-30,100000003497,,,100000001917,WorkingDay
P5C9754020,marion.waelchi@namco.com,100000003497,2023-06-29,09:51,06:08,08:15,17:30,Others,2023-06-29,100000003497,Pending,,,,2023-06-29,100000003497,,,100000001917,WorkingDay
P5C9754020,marion.waelchi@namco.com,100000003497,2023-06-28,20:14,22:06,10:55,15:16,Work From Home,2023-06-28,100000003497,Rejected,,,,2023-06-28,100000003497,,,100000001917,WorkingDay
P5C9754020,marion.waelchi@namco.com,100000003497,2023-06-26,20:07,14:36,05:52,20:19,Shift Correction,2023-06-26,100000003497,Rejected,,,,2023-06-26,100000003497,,,100000001917,WorkingDay
P5C9754020,daphnee.jakubowski@namco.com,100000003498,2023-06-28,12:10,10:37,03:55,10:29,Forgot To Punch,2023-06-28,100000003498,Rejected,,,,2023-06-28,100000003498,,,100000001917,WorkingDay
